date,unit_sales,onpromotion,transactions,dcoilwtico,is_holiday,year,month,day,dayofweek,quarter,is_weekend,day_of_month,is_month_start,is_month_end,is_payday,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,sales_rolling_mean_7,sales_rolling_std_7,sales_rolling_mean_14,sales_rolling_std_14,sales_rolling_mean_30,sales_rolling_std_30
2013-01-24,12230.95,0,3121.0,95.35,0.0,2013,1,24,3,1,0,24,0,0,0,17574.106,14999.145,15522.828,,23190.55685714286,8562.901915102,22063.89657142857,7114.2554330526955,,
2013-01-25,18529.643,0,3751.0,95.15,0.0,2013,1,25,4,1,0,25,0,0,0,12230.95,19238.575,19738.475,,23089.280857142858,8621.42577954514,21977.55142857143,7151.886146152783,,
2013-01-26,26769.391,0,4812.0,95.15,0.0,2013,1,26,5,1,1,26,0,0,0,18529.643,29145.704,25418.678,,22749.807571428573,8386.796661314951,22074.03092857143,7210.7464624830345,,
2013-01-27,28839.307,0,4648.0,95.15,0.0,2013,1,27,6,1,1,27,0,0,0,26769.391,31897.753,31129.35,,22312.886714285716,7896.106090009044,21910.45642857143,7012.783948998557,,
2013-01-28,15423.466,0,3392.0,95.95,0.0,2013,1,28,0,1,0,28,0,0,0,28839.307,17632.768,17518.412,,21997.272142857142,8154.285856762717,21760.81742857143,7134.996675287088,,
2013-01-29,14607.175,0,3317.0,97.62,0.0,2013,1,29,1,1,0,29,0,0,0,15423.466,34614.042,15761.721,,19139.148285714287,6287.591182588334,21678.349857142857,7215.882789772144,,
2013-01-30,17236.404,0,3852.0,97.98,0.0,2013,1,30,2,1,0,30,0,0,0,14607.175,17574.106,21994.873,,19090.905142857144,6302.877701641407,21338.459214285715,7311.265673207479,,
2013-01-31,13467.855,0,3509.0,97.65,0.0,2013,1,31,3,1,0,31,0,1,1,17236.404,12230.95,14999.145,,19267.60585714286,6092.327829343516,21229.08135714286,7423.983439587533,22546.504633333334,7109.523113720407
2013-02-01,22294.816,0,4064.0,97.46,0.0,2013,2,1,4,1,0,1,1,0,0,13467.855,18529.643,19238.575,30095.181,19805.48771428571,6181.867896059025,21447.384285714284,7405.862437996976,22286.492466666667,6965.102397213117
2013-02-02,32666.544,0,5166.0,97.46,0.0,2013,2,2,5,1,1,2,0,0,0,22294.816,26769.391,29145.704,20447.057,20647.938142857143,7541.393602923345,21698.87285714286,7739.64989819611,22693.808699999998,7206.921104257501
2013-02-03,31751.366,0,4736.0,97.46,0.0,2013,2,3,6,1,1,3,0,0,0,32666.544,28839.307,31897.753,22795.799,21063.94657142857,8126.211193639462,21688.41664285714,7724.896208769486,22992.3276,7394.3295573972155
2013-02-04,17728.195,0,3459.0,96.21,0.0,2013,2,4,0,1,0,4,0,0,0,31751.366,15423.466,17632.768,31382.508,21393.19357142857,7903.21920213898,21695.23285714286,7721.083511881157,22537.183833333333,7279.419425349037
2013-02-05,16512.019,0,3568.0,96.68,0.0,2013,2,5,1,1,0,5,0,0,0,17728.195,14607.175,34614.042,36069.345,21665.314142857143,7659.66396618867,20402.231214285715,6858.8002343313565,21885.272966666667,6891.128880094673
2013-02-06,20119.783,0,3941.0,96.44,0.0,2013,2,6,2,1,0,6,0,0,0,16512.019,17236.404,17574.106,21025.329,22077.225428571426,7456.635049387466,20584.06528571429,6811.6383574260535,21855.088099999997,6897.006290666975
2013-02-07,16506.634,0,3678.0,95.84,0.0,2013,2,7,3,1,0,7,0,0,0,20119.783,13467.855,12230.95,33993.257,22511.336714285717,6942.615969353621,20889.471285714284,6496.8898702866745,21272.200666666668,6566.819052679071
2013-02-08,18985.489,0,4006.0,95.71,0.0,2013,2,8,4,1,0,8,0,0,0,16506.634,22294.816,18529.643,21296.042,22038.57571428572,7071.299964531691,20922.031714285713,6485.285298815197,21195.182233333333,6580.065999861163
2013-02-09,22806.965,0,4133.0,95.71,0.0,2013,2,9,5,1,1,9,0,0,0,18985.489,32666.544,26769.391,15522.828,20630.06442857143,5381.590270677054,20639.001285714283,6294.111448487588,21437.9868,6497.41170675179
2013-02-10,16419.163,0,3135.0,95.71,0.0,2013,2,10,6,1,1,10,0,0,0,22806.965,31751.366,28839.307,19738.475,18439.749714285714,2388.691253031146,19751.848142857143,5913.149347027466,21327.343066666668,6555.354217603611
2013-02-11,17130.39,0,3243.0,97.01,1.0,2013,2,11,0,1,0,11,0,0,0,16419.163,17728.195,15423.466,25418.678,18354.349,2428.721721050452,19873.771285714287,5834.106581689837,21051.066800000004,6551.632949569719
2013-02-12,21745.158,0,3904.0,97.48,1.0,2013,2,12,1,1,0,12,0,0,0,17130.39,16512.019,14607.175,31129.35,19101.940285714285,2568.5044910110337,20383.627214285716,5647.355430994842,20738.260399999996,6271.906353455166
2013-02-13,18051.504,0,3860.0,97.03,0.0,2013,2,13,2,1,0,13,0,0,0,21745.158,20119.783,17236.404,17518.412,18806.471857142857,2550.8035784632816,20441.84864285714,5616.530767239158,20756.030133333337,6263.218389438186
2013-02-14,38885.718,0,4043.0,97.3,0.0,2013,2,14,3,1,0,14,0,0,0,18051.504,16506.634,13467.855,15761.721,22003.483857142855,7803.634460671671,22257.410285714283,7100.82587069992,21526.830033333335,7006.223137863217
2013-02-15,19068.482,0,3605.0,95.95,0.0,2013,2,15,4,1,0,15,0,0,1,38885.718,18985.489,22294.816,21994.873,22015.34,7798.346232177711,22026.957857142854,7151.690561389618,21429.283666666666,7019.840525483071
2013-02-16,32582.677,0,4770.0,95.95,0.0,2013,2,16,5,1,1,16,0,0,0,19068.482,22806.965,32666.544,14999.145,23411.870285714285,8777.576421389955,22020.967357142858,7142.121659792703,22015.4014,7196.292505097779
2013-02-17,24503.894,0,3936.0,95.95,0.0,2013,2,17,6,1,1,17,0,0,0,32582.677,16419.163,31751.366,19238.575,24566.831857142857,8218.192157125035,21503.290785714285,6626.642867134332,22190.912033333334,7190.438718189194
2013-02-18,19797.048,0,3586.0,95.95,0.0,2013,2,18,0,1,0,18,0,0,0,24503.894,17130.39,17728.195,29145.704,24947.783,7870.476458735666,21651.066,6558.701413496036,21879.29016666667,7080.371283655342
2013-02-19,14658.543,0,3228.0,96.69,0.0,2013,2,19,1,1,0,19,0,0,0,19797.048,21745.158,16512.019,31897.753,23935.409428571427,8756.937718890467,21518.674857142854,6687.850781825639,21304.649833333333,6937.358422635313
2013-02-20,19929.391,0,3800.0,94.92,0.0,2013,2,20,2,1,0,20,0,0,0,14658.543,18051.504,20119.783,17632.768,24203.679,8573.484413120877,21505.07542857143,6691.106960090013,21381.20393333333,6908.051572679167
2013-02-21,13970.993,0,3282.0,92.79,0.0,2013,2,21,3,1,0,21,0,0,0,19929.391,38885.718,16506.634,34614.042,20644.43257142857,6344.233043929809,21323.958214285718,6868.773228610803,20693.102299999995,6564.042137851069
2013-02-22,17469.76,0,3638.0,93.12,0.0,2013,2,22,4,1,0,22,0,0,0,13970.993,19068.482,18985.489,17574.106,20416.04371428571,6438.498180681981,21215.691857142858,6920.220632380053,20689.6241,6565.779259275261
2013-02-23,26033.812,0,4461.0,93.12,0.0,2013,2,23,5,1,1,23,0,0,0,17469.76,32582.677,22806.965,12230.95,19480.49157142857,4584.959164753912,21446.18092857143,7030.161806529375,21149.7195,6434.912331294161
2013-02-24,30505.363,0,4517.0,93.12,0.0,2013,2,24,6,1,1,24,0,0,0,26033.812,24503.894,16419.163,18529.643,20337.844285714287,6018.013869141368,22452.33807142857,7259.615454645158,21548.91016666667,6635.114201169918
2013-02-25,19511.089,0,3515.0,92.74,0.0,2013,2,25,0,1,0,25,0,0,0,30505.363,19797.048,17130.39,26769.391,20296.993,6023.264998626432,22622.388,7152.456233681566,21306.96676666667,6570.206185098371
2013-02-26,14784.476,0,3310.0,92.63,0.0,2013,2,26,1,1,0,26,0,0,0,19511.089,14658.543,21745.158,28839.307,20314.983428571428,6003.773634781953,22125.196428571428,7453.712197992576,20838.472399999995,6515.453241674748
2013-02-27,16250.759,0,3595.0,92.84,0.0,2013,2,27,2,1,0,27,0,0,0,14784.476,19929.391,18051.504,15423.466,19789.46457142857,6200.911698378894,21996.571785714284,7544.402697535958,20866.048833333338,6493.457724901183
2013-02-28,14857.52,0,3426.0,92.03,0.0,2013,2,28,3,1,0,28,0,1,1,16250.759,13970.993,38885.718,14607.175,19916.111285714287,6069.939942632588,20280.27192857143,5976.99026762332,20874.393666666663,6485.292728669308
2013-03-01,22270.176,0,4075.0,90.71,0.0,2013,3,1,4,1,0,1,1,0,0,14857.52,17469.76,19068.482,17236.404,20601.885000000002,6018.444045854539,20508.964357142857,5988.299134251013,21042.18606666667,6452.960406804313
2013-03-02,32798.856,0,4891.0,90.71,1.0,2013,3,2,5,1,1,2,0,0,0,22270.176,26033.812,32582.677,13467.855,21568.31985714286,7416.786239204266,20524.405714285713,6022.010948884257,21686.552766666668,6633.178844299847
2013-03-03,38181.899,0,5065.0,90.71,0.0,2013,3,3,6,1,1,3,0,0,0,32798.856,30505.363,24503.894,22294.816,22664.967857142856,9289.547196138057,21501.40607142857,7615.911141203357,22216.1222,7285.521625914656
2013-03-04,20911.8,0,3823.0,90.13,0.0,2013,3,4,0,1,0,4,0,0,0,38181.899,19511.089,19797.048,32666.544,22865.069428571423,9225.151162927968,21581.03121428571,7602.536870301113,21824.2974,7015.1807700922245
2013-03-05,21365.326,0,3582.0,90.88,0.0,2013,3,5,1,1,0,5,0,0,0,20911.8,14784.476,14658.543,31751.366,23805.190857142854,8576.974271887151,22060.08714285714,7339.535359117115,21478.096066666665,6760.020349734568
2013-03-06,21711.109,0,4105.0,90.47,0.0,2013,3,6,2,1,0,6,0,0,0,21365.326,16250.759,19929.391,17728.195,24585.240857142857,8004.61656469133,22187.352714285713,7315.1544443031535,21610.859866666666,6722.843530560403
2013-03-07,15394.973,0,3551.0,91.53,0.0,2013,3,7,3,1,0,7,0,0,0,21711.109,14857.52,13970.993,16512.019,24662.019857142855,7897.621194533188,22289.065571428568,7201.134083901672,21573.625,6755.073718304907
2013-03-08,26132.241,0,3998.0,92.01,0.0,2013,3,8,4,1,0,8,0,0,0,15394.973,22270.176,17469.76,20119.783,25213.74342857143,7837.350360837327,22907.814214285718,7126.962402075342,21774.040266666667,6799.497806388495
2013-03-09,29951.635,0,4846.0,92.01,0.0,2013,3,9,5,1,1,9,0,0,0,26132.241,32798.856,26033.812,16506.634,24806.997571428572,7441.997408249479,23187.658714285713,7333.085602696591,22222.206966666665,6882.921961884162
2013-03-10,30386.641,0,4756.0,92.01,0.0,2013,3,10,6,1,1,10,0,0,0,29951.635,38181.899,30505.363,18985.489,23693.389285714282,5413.925273684973,23179.178571428572,7324.0353583334145,22602.245366666666,7011.597760737278
2013-03-11,17089.015,0,3626.0,92.07,0.0,2013,3,11,0,1,0,11,0,0,0,30386.641,20911.8,19511.089,22806.965,23147.277142857143,5911.237499565846,23006.173285714285,7444.9549293974715,22411.647033333335,7083.191757666792
2013-03-12,15752.124,0,3376.0,92.44,0.0,2013,3,12,1,1,0,12,0,0,0,17089.015,21365.326,14784.476,16419.163,22345.391142857145,6540.491376665936,23075.290999999997,7366.836519019824,22389.412399999997,7103.668575230113
2013-03-13,19609.154,0,3799.0,92.47,0.0,2013,3,13,2,1,0,13,0,0,0,15752.124,21711.109,16250.759,17130.39,22045.111857142856,6622.205964387909,23315.176357142856,7179.821525386679,22472.037866666666,7054.636090493368
2013-03-14,13119.797,0,3276.0,93.03,0.0,2013,3,14,3,1,0,14,0,0,0,19609.154,15394.973,14857.52,21745.158,21720.086714285717,7045.318541226239,23191.053285714286,7350.279955096218,22184.525833333333,7258.1107556987245
2013-03-15,18609.6,0,3732.0,93.49,0.0,2013,3,15,4,1,0,15,0,0,1,13119.797,26132.241,22270.176,18051.504,20645.423714285713,6830.602685682225,22929.58357142857,7449.990035670967,22203.12903333333,7247.860144101541
2013-03-16,30441.078,0,4786.0,93.49,0.0,2013,3,16,5,1,1,16,0,0,0,18609.6,29951.635,32798.856,38885.718,20715.344142857142,6943.316338086707,22761.170857142857,7233.221967471147,21921.64103333333,6722.557977610105
2013-03-17,34892.567,0,5037.0,93.49,0.0,2013,3,17,6,1,1,17,0,0,0,30441.078,30386.641,38181.899,19068.482,21359.047857142858,8101.6154187921775,22526.21857142857,6729.684986605945,22449.110533333333,7101.113241690123
2013-03-18,18203.304,0,3556.0,93.71,0.0,2013,3,18,0,1,0,18,0,0,0,34892.567,17089.015,20911.8,32582.677,21518.232,8014.208173774064,22332.754571428573,6818.018135478593,21969.7981,6875.227796576193
2013-03-19,15874.449,0,3431.0,92.44,0.0,2013,3,19,1,1,0,19,0,0,0,18203.304,15752.124,21365.326,24503.894,21535.707,7999.659819533705,21940.549071428573,7032.507308088851,21682.149933333334,6945.709057362948
2013-03-20,19657.66,0,3806.0,93.21,0.0,2013,3,20,2,1,0,20,0,0,0,15874.449,19609.154,21711.109,19797.048,21542.636428571426,7997.7336510946425,21793.874142857145,7059.024871526962,21677.503666666667,6947.060051794101
2013-03-21,14880.334,0,3375.0,92.46,0.0,2013,3,21,3,1,0,21,0,0,0,19657.66,13119.797,15394.973,14658.543,21794.141714285714,7711.265855575265,21757.114214285717,7096.152810105735,21684.896699999998,6939.446774289605
2013-03-22,18411.198,0,3826.0,93.41,0.0,2013,3,22,4,1,0,22,0,0,0,14880.334,18609.6,26132.241,19929.391,21765.79857142857,7725.273517055732,21205.611142857142,7029.69111450547,21634.29026666667,6958.200810469073
2013-03-23,31889.787,0,4972.0,93.41,0.0,2013,3,23,5,1,1,23,0,0,0,18411.198,30441.078,29951.635,13970.993,21972.757,8010.555031539036,21344.050571428572,7231.371861181405,22231.5834,7046.218141136266
2013-03-24,29504.925,0,4485.0,93.41,0.0,2013,3,24,6,1,1,24,0,0,0,31889.787,34892.567,30386.641,17469.76,21203.09385714286,6716.637878553362,21281.07085714286,7149.940863064636,22632.755566666667,7108.09367576514
2013-03-25,17026.287,0,3533.0,94.55,0.0,2013,3,25,0,1,0,25,0,0,0,29504.925,18203.304,17089.015,26033.812,21034.948571428573,6818.215954642016,21276.590285714286,7152.789013833868,22332.50473333333,7149.597682047189
2013-03-26,11090.212,0,2756.0,95.99,0.0,2013,3,26,1,1,0,26,0,0,0,17026.287,15874.449,15752.124,30505.363,20351.486142857146,7614.958921254082,20943.596571428574,7528.414207513665,21685.333033333332,7262.122471202091
2013-03-27,20180.981,0,4160.0,96.53,0.0,2013,3,27,2,1,0,27,0,0,0,11090.212,19657.66,19609.154,19511.089,20426.24628571429,7609.578941142006,20984.441357142856,7522.165991361186,21707.662766666668,7256.234038514979
2013-03-28,17541.689,0,4090.0,97.24,0.0,2013,3,28,3,1,0,28,0,0,0,20180.981,14880.334,13119.797,14784.476,20806.439857142857,7348.308734671228,21300.290785714285,7254.611353040057,21799.56986666667,7182.609398081598
2013-03-29,21393.413,0,3905.0,97.24,0.0,2013,3,29,4,1,0,29,0,0,0,17541.689,18411.198,18609.6,16250.759,21232.47057142857,7272.352740458158,21499.134571428574,7213.221447263325,21970.991666666665,7106.579160472353
2013-03-30,25750.003,0,4178.0,97.24,0.0,2013,3,30,5,1,1,30,0,0,0,21393.413,31889.787,30441.078,14857.52,20355.358571428573,6038.309833203653,21164.057785714285,6866.512871561092,22334.074433333335,7008.185185415449
2013-03-31,27281.635,0,4259.0,97.24,0.0,2013,3,31,6,1,1,31,0,1,1,25750.003,29504.925,34892.567,22270.176,20037.745714285713,5512.405822257787,20620.419785714283,5933.945250547821,22501.123066666663,7066.097404516469
2013-04-01,23812.062,0,3812.0,97.1,1.0,2013,4,1,0,2,0,1,1,0,0,27281.635,17026.287,18203.304,32798.856,21007.14214285714,5491.17749185365,21021.04535714286,5947.522435035091,22201.563266666668,6799.963028501692
2013-04-02,18911.761,0,3610.0,97.23,0.0,2013,4,2,1,2,0,2,0,0,0,23812.062,11090.212,15874.449,38181.899,22124.506285714284,3610.719728890016,21237.996214285715,5798.8856986116525,21559.22533333333,6113.91614063403
2013-04-03,22686.992,0,4212.0,95.02,0.0,2013,4,3,2,2,0,3,0,0,0,18911.761,20180.981,19657.66,20911.8,22482.507857142857,3508.6969454514265,21454.37707142857,5791.894975370725,21618.398400000002,6116.024179616888
2013-04-04,16437.741,0,3457.0,93.26,0.0,2013,4,4,3,2,0,4,0,0,0,22686.992,17541.689,14880.334,21365.326,22324.801,3781.9558594882733,21565.620428571427,5669.581182873163,21454.145566666666,6188.790191124169
2013-04-05,19861.856,0,3816.0,92.76,0.0,2013,4,5,4,2,0,5,0,0,0,16437.741,21393.413,18411.198,21711.109,22106.007142857143,3887.644101117517,21669.238857142856,5620.539788800053,21392.5038,6195.348537408163
2013-04-06,34105.411,0,5047.0,92.76,0.0,2013,4,6,5,2,1,6,0,0,0,19861.856,25750.003,31889.787,15394.973,23299.636857142854,5935.997301744152,21827.497714285713,5951.885343392115,22016.185066666665,6504.815843575603
2013-04-07,35847.169,0,4857.0,92.76,0.0,2013,4,7,6,2,1,7,0,0,0,34105.411,27281.635,29504.925,26132.241,24523.284571428576,7555.565733985577,22280.515142857144,6766.770363584521,22340.016,6943.800140940474
2013-04-08,19095.925,0,3595.0,93.36,0.0,2013,4,8,0,2,0,8,0,0,0,35847.169,23812.062,17026.287,29951.635,23849.550714285717,7834.670962704877,22428.346428571425,6664.9952319770755,21978.159,6815.129263540139
2013-04-09,15986.89,0,3417.0,94.18,0.0,2013,4,9,1,2,0,9,0,0,0,19095.925,18911.761,11090.212,30386.641,23431.712,8210.866341526536,22778.10914285714,6131.347523883168,21498.167299999997,6708.755455805094
2013-04-10,18763.541,0,4008.0,94.59,0.0,2013,4,10,2,2,0,10,0,0,0,15986.89,22686.992,20180.981,17089.015,22871.219,8401.865886575217,22676.86342857143,6188.964527659342,21553.984833333332,6677.700105557917
2013-04-11,25121.685,0,3489.0,93.44,0.0,2013,4,11,3,2,0,11,0,0,0,18763.541,16437.741,17541.689,15752.124,24111.78242857143,7920.9645556847845,23218.291714285715,6034.807860585509,21866.303533333336,6615.809926521763
2013-04-12,17896.815,0,3928.0,91.23,1.0,2013,4,12,4,2,0,12,0,0,0,25121.685,19861.856,21393.413,19609.154,23831.062285714284,8128.780103785373,22968.534714285717,6186.588529022005,21809.225566666668,6643.28457114745
2013-04-13,28717.044,0,4843.0,91.23,0.0,2013,4,13,5,2,1,13,0,0,0,17896.815,34105.411,25750.003,13119.797,23061.295571428574,7195.197311434157,23180.466214285716,6338.165185181228,22329.1338,6549.45724643677
2013-04-14,30727.966,0,4745.0,91.23,1.0,2013,4,14,6,2,1,14,0,0,0,28717.044,35847.169,27281.635,18609.6,22329.98085714286,5804.893248406655,23426.632714285715,6572.303127851071,22733.079333333335,6684.455996955012
2013-04-15,17175.006,0,3499.0,88.75,0.0,2013,4,15,0,2,0,15,0,0,1,30727.966,19095.925,23812.062,30441.078,22055.56385714286,6024.508685552913,22952.557285714287,6778.501110295042,22290.876933333337,6595.163468570946
2013-04-16,18734.071,0,3496.0,88.73,0.0,2013,4,16,1,2,0,16,0,0,0,17175.006,15986.89,18911.761,34892.567,22448.018285714286,5640.531867356121,22939.865142857143,6786.810407427593,21752.260400000003,6177.0830549079
2013-04-17,20281.665,0,3954.0,86.65,0.0,2013,4,17,2,2,0,17,0,0,0,18734.071,18763.541,22686.992,18203.304,22664.893142857145,5502.757933435364,22768.056071428575,6824.047793578308,21821.539099999998,6147.491414650562
2013-04-18,14613.588,0,3316.0,87.83,0.0,2013,4,18,3,2,0,18,0,0,0,20281.665,25121.685,16437.741,15874.449,21163.73642857143,6119.5786504202215,22637.759428571426,6970.067582554856,21779.510400000003,6193.688545487618
2013-04-19,18418.771,0,3558.0,88.04,0.0,2013,4,19,4,2,0,19,0,0,0,14613.588,17896.815,19861.856,19657.66,21238.301571428572,6076.163770724116,22534.68192857143,7024.733344468533,21738.214099999997,6212.42557665698
2013-04-20,31940.413,0,5052.0,88.04,0.0,2013,4,20,5,2,1,20,0,0,0,18418.771,28717.044,34105.411,14880.334,21698.782857142858,6814.664293848902,22380.039214285713,6769.618929554853,22306.883400000002,6342.482692855196
2013-04-21,34169.373,0,4905.0,88.04,1.0,2013,4,21,6,2,1,21,0,0,0,31940.413,30727.966,35847.169,18411.198,22190.412428571428,7647.826155870523,22260.196642857143,6523.238700845881,22832.155899999998,6653.623522413753
2013-04-22,17595.709,0,3531.0,88.81,0.0,2013,4,22,0,2,0,22,0,0,0,34169.373,17175.006,19095.925,31889.787,22250.512857142858,7603.367488429857,22153.038357142857,6591.18543261547,22355.686633333335,6492.487646856669
2013-04-23,19494.954,0,3432.0,89.21,0.0,2013,4,23,1,2,0,23,0,0,0,17595.709,18734.071,15986.89,29504.925,22359.210428571427,7549.9692949810915,22403.61435714286,6402.724303193248,22022.020933333333,6368.434218561788
2013-04-24,21656.472,0,3950.0,91.07,0.0,2013,4,24,2,2,0,24,0,0,0,19494.954,20281.665,18763.541,17026.287,22555.61142857143,7504.663560664015,22610.252285714287,6322.388295830051,22176.36043333333,6298.914316797962
2013-04-25,14097.769,0,3429.0,93.27,0.0,2013,4,25,3,2,0,25,0,0,0,21656.472,14613.588,25121.685,11090.212,22481.923000000003,7597.600536436685,21822.82971428571,6662.8609935365575,22276.612333333338,6138.271026638799
2013-04-26,18063.705,0,3872.0,92.63,0.0,2013,4,26,4,2,0,26,0,0,0,14097.769,18418.771,17896.815,20180.981,22431.199285714287,7630.36302458432,21834.750428571428,6655.441693036095,22206.03646666667,6175.257229384944
2013-04-27,28625.561,0,4763.0,92.63,0.0,2013,4,27,5,2,1,27,0,0,0,18063.705,31940.413,28717.044,17541.689,21957.649,7020.325987129681,21828.215928571426,6648.205653235584,22575.49886666667,6217.992074220267
2013-04-28,31505.599,0,4799.0,92.63,0.0,2013,4,28,6,2,1,28,0,0,0,28625.561,34169.373,30727.966,21393.413,21577.109857142856,6281.3657971947605,21883.761142857144,6731.014881107256,22912.571733333334,6422.42879046392
2013-04-29,15882.329,0,3415.0,94.09,1.0,2013,4,29,0,2,0,29,0,0,0,31505.599,17595.709,17175.006,25750.003,21332.341285714287,6492.212415909253,21791.427071428574,6808.991520976106,22583.649266666667,6523.981628848427
2013-04-30,16726.38,0,3632.0,93.22,0.0,2013,4,30,1,2,0,30,0,1,1,15882.329,19494.954,18734.071,27281.635,20936.830714285716,6703.6907665694325,21648.020571428573,6898.885705311195,22231.80743333333,6546.4665529927615
2013-05-01,32403.072,0,5053.0,90.74,1.0,2013,5,1,2,2,0,1,1,0,0,16726.38,21656.472,20281.665,23812.062,22472.059285714287,8000.990955699691,22513.835357142856,7452.6165872422325,22518.174433333334,6800.932345269674
2013-05-02,16732.446,0,3504.0,93.7,0.0,2013,5,2,3,2,0,2,0,0,0,32403.072,14097.769,14613.588,18911.761,22848.441714285716,7592.956323588192,22665.182357142858,7299.785527654541,22445.530600000002,6852.228089787309
2013-05-03,20307.881,0,3766.0,95.25,0.0,2013,5,3,4,2,0,3,0,0,0,16732.446,18063.705,18418.771,22686.992,23169.038285714283,7402.242707204391,22800.118785714287,7232.401687834823,22366.2269,6863.0957977389435
2013-05-04,32686.795,0,4962.0,95.25,0.0,2013,5,4,5,2,1,4,0,0,0,20307.881,28625.561,31940.413,16437.741,23749.214571428573,8033.440562853936,22853.431785714285,7307.3242532270315,22907.862033333335,7018.513832885442
2013-05-05,35122.784,0,5021.0,95.25,0.0,2013,5,5,6,2,1,5,0,0,0,32686.795,31505.599,34169.373,19861.856,24265.955285714288,8703.873075089306,22921.532571428572,7424.400472030976,23416.559633333334,7335.99892053118
2013-05-06,19113.396,0,3643.0,95.8,0.0,2013,5,6,0,2,0,6,0,0,0,35122.784,15882.329,17595.709,34105.411,24727.536285714286,8259.506819426744,23029.938785714283,7351.375441835808,22916.825800000002,7089.241925549791
